accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,confusion_matrix,feature_method
0.99745269286754,0.9975049036575517,0.9896478736851274,0.9920330689077033,0.9975880221016022,0.99745269286754,0.9973124338207195,"[[4 0 0 ... 0 0 0]
 [0 4 0 ... 0 0 0]
 [0 0 2 ... 0 0 0]
 ...
 [0 0 0 ... 2 0 0]
 [0 0 0 ... 0 2 0]
 [0 0 0 ... 0 0 4]]",RFE
0.99745269286754,0.9974453354775921,0.9896781849456747,0.9920182523829086,0.9975887846480845,0.99745269286754,0.9973131662134094,"[[4 0 0 ... 0 0 0]
 [0 4 0 ... 0 0 0]
 [0 0 2 ... 0 0 0]
 ...
 [0 0 0 ... 2 0 0]
 [0 0 0 ... 0 2 0]
 [0 0 0 ... 0 0 4]]",PCA
